"","Age","education_level","Province","cps19_votechoice"
"5159",64,"At or above Bachelor","Ontario",0
"5160",66,"High School","Quebec",1
"5161",72,"High School","British Columbia",0
"5162",50,"At or above Bachelor","Ontario",0
"5163",75,"At or above Bachelor","Ontario",0
"5164",58,"High School","New Brunswick",0
"5165",19,"High School","Ontario",1
"5166",75,"At or above Bachelor","Ontario",0
"5167",56,"High School","Quebec",0
"5168",27,"High School","Ontario",1
"5169",23,"High School","Newfoundland and Labrador",1
"5170",28,"High School","Alberta",0
"5171",72,"At or above Bachelor","British Columbia",0
"5172",57,"At or above Bachelor","Ontario",0
"5173",40,"At or above Bachelor","Saskatchewan",0
"5174",38,"College","Ontario",1
"5175",36,"High School","Alberta",1
"5176",55,"At or above Bachelor","Ontario",0
"5177",64,"Below high school","Alberta",0
"5178",51,"At or above Bachelor","Alberta",0
"5179",49,"High School","Ontario",0
"5180",45,"At or above Bachelor","Ontario",1
"5181",64,"College","Ontario",0
"5182",37,"At or above Bachelor","Ontario",0
"5183",50,"College","Saskatchewan",0
"5184",40,"Below high school","Alberta",0
"5185",39,"At or above Bachelor","Ontario",0
"5186",70,"High School","British Columbia",0
"5187",30,"At or above Bachelor","Saskatchewan",0
"5188",57,"At or above Bachelor","New Brunswick",1
"5189",57,"High School","Quebec",0
"5190",48,"College","British Columbia",0
"5191",55,"High School","Manitoba",0
"5192",69,"At or above Bachelor","Ontario",1
"5193",73,"High School","Ontario",0
"5194",38,"High School","Ontario",1
"5195",70,"At or above Bachelor","New Brunswick",0
"5196",67,"At or above Bachelor","Ontario",1
"5197",45,"At or above Bachelor","Ontario",1
"5198",76,"High School","Alberta",0
"5199",67,"At or above Bachelor","Ontario",1
"5200",54,"At or above Bachelor","Ontario",0
"5201",27,"Below high school","Ontario",1
"5202",22,"High School","Quebec",1
"5203",50,"College","Quebec",0
"5204",62,"High School","Ontario",1
"5205",23,"High School","Newfoundland and Labrador",1
"5206",24,"At or above Bachelor","Quebec",1
"5207",41,"At or above Bachelor","British Columbia",0
"5208",56,"College","Alberta",0
"5209",60,"College","British Columbia",1
"5210",31,"At or above Bachelor","Ontario",0
"5211",32,"At or above Bachelor","British Columbia",1
"5212",34,"At or above Bachelor","Quebec",1
"5213",21,"High School","British Columbia",0
"5214",28,"At or above Bachelor","British Columbia",1
"5215",50,"College","Ontario",0
"5216",45,"College","Ontario",0
"5217",62,"High School","Ontario",0
"5218",54,"High School","Alberta",0
"5219",39,"High School","Ontario",1
"5220",28,"High School","Ontario",1
"5221",39,"At or above Bachelor","Alberta",0
"5222",41,"At or above Bachelor","Ontario",1
"5223",22,"High School","Ontario",0
"5224",36,"Below high school","Quebec",1
"5225",47,"College","Quebec",1
"5226",39,"At or above Bachelor","Quebec",1
"5227",42,"At or above Bachelor","British Columbia",0
"5228",54,"High School","Quebec",1
"5229",31,"High School","British Columbia",0
"5230",32,"At or above Bachelor","Ontario",1
"5231",22,"High School","Ontario",1
"5232",34,"At or above Bachelor","British Columbia",0
"5233",59,"At or above Bachelor","Ontario",1
"5234",58,"College","Ontario",1
"5235",45,"College","Quebec",1
"5236",63,"At or above Bachelor","Nova Scotia",1
"5237",21,"At or above Bachelor","Ontario",1
"5238",33,"At or above Bachelor","New Brunswick",1
"5239",35,"At or above Bachelor","British Columbia",1
"5240",39,"At or above Bachelor","British Columbia",0
"5241",39,"College","Ontario",1
"5242",22,"High School","Ontario",0
"5243",25,"College","Ontario",1
"5244",27,"High School","British Columbia",1
"5245",18,"High School","Ontario",1
"5246",64,"At or above Bachelor","Ontario",0
"5247",55,"High School","Ontario",1
"5248",65,"College","Manitoba",0
"5249",20,"High School","Manitoba",1
"5250",43,"At or above Bachelor","Ontario",1
"5251",71,"High School","Alberta",0
"5252",33,"College","Ontario",1
"5253",37,"High School","Alberta",1
"5254",39,"High School","Ontario",0
"5255",48,"High School","Saskatchewan",0
"5256",27,"At or above Bachelor","Quebec",1
"5257",58,"High School","Ontario",0
"5258",20,"High School","Saskatchewan",1
"5259",33,"High School","Alberta",0
"5260",47,"At or above Bachelor","Alberta",0
"5261",44,"College","Quebec",1
"5262",59,"At or above Bachelor","Alberta",0
"5263",77,"High School","British Columbia",1
"5264",43,"At or above Bachelor","Saskatchewan",0
"5265",55,"At or above Bachelor","Ontario",0
"5266",63,"College","Nova Scotia",1
"5267",63,"College","Alberta",0
"5268",73,"High School","Ontario",0
"5269",32,"At or above Bachelor","Alberta",0
"5270",41,"At or above Bachelor","Ontario",1
"5271",31,"High School","Ontario",1
"5272",64,"At or above Bachelor","British Columbia",1
"5273",67,"At or above Bachelor","Quebec",0
"5274",53,"College","Quebec",0
"5275",46,"High School","Alberta",0
"5276",57,"College","Ontario",0
"5277",30,"At or above Bachelor","Nova Scotia",1
"5278",37,"College","Saskatchewan",1
"5279",25,"College","Alberta",0
"5280",68,"High School","Quebec",1
"5281",35,"High School","Alberta",1
"5282",29,"College","Alberta",0
"5283",30,"At or above Bachelor","Ontario",0
"5284",39,"College","British Columbia",0
"5285",55,"High School","Ontario",1
"5286",79,"At or above Bachelor","Quebec",1
"5287",47,"College","Saskatchewan",1
"5288",36,"College","Ontario",1
"5289",39,"At or above Bachelor","Quebec",1
"5290",53,"College","Ontario",0
"5291",63,"At or above Bachelor","Alberta",0
"5292",49,"High School","Quebec",1
"5293",56,"At or above Bachelor","Alberta",1
"5294",72,"At or above Bachelor","Manitoba",1
"5295",58,"At or above Bachelor","Alberta",1
"5296",21,"High School","Alberta",1
"5297",48,"At or above Bachelor","Ontario",1
"5298",45,"College","Ontario",1
"5299",29,"At or above Bachelor","Manitoba",0
"5300",36,"High School","Quebec",1
"5301",60,"Below high school","Quebec",1
"5302",69,"High School","British Columbia",1
"5303",30,"At or above Bachelor","British Columbia",0
"5304",58,"High School","Ontario",0
"5305",54,"High School","British Columbia",0
"5306",25,"High School","British Columbia",1
"5307",61,"At or above Bachelor","Quebec",1
"5308",33,"At or above Bachelor","Ontario",1
"5309",70,"At or above Bachelor","Ontario",1
"5310",30,"High School","Ontario",0
"5311",73,"College","British Columbia",1
"5312",33,"At or above Bachelor","Ontario",1
"5313",65,"High School","Ontario",0
"5314",77,"High School","British Columbia",1
"5315",35,"At or above Bachelor","Ontario",1
"5316",62,"High School","Ontario",0
"5317",41,"At or above Bachelor","Alberta",0
"5318",77,"High School","Quebec",1
"5319",49,"High School","British Columbia",1
"5320",23,"High School","Quebec",1
"5321",65,"At or above Bachelor","Alberta",0
"5322",42,"High School","Ontario",1
"5323",65,"High School","Saskatchewan",0
"5324",53,"High School","Ontario",1
"5325",58,"High School","Quebec",1
"5326",62,"High School","British Columbia",1
"5327",75,"High School","Quebec",0
"5328",23,"High School","Ontario",0
"5329",39,"At or above Bachelor","Ontario",0
"5330",80,"College","Manitoba",1
"5331",78,"At or above Bachelor","Ontario",0
"5332",44,"At or above Bachelor","Alberta",0
"5333",50,"College","Alberta",0
"5334",38,"At or above Bachelor","Ontario",0
"5335",54,"High School","Alberta",0
"5336",62,"College","Ontario",1
"5337",66,"At or above Bachelor","Alberta",0
"5338",60,"High School","British Columbia",0
"5339",27,"High School","Alberta",0
"5340",30,"High School","Quebec",0
"5341",69,"College","Ontario",0
"5342",35,"At or above Bachelor","Ontario",1
"5343",61,"At or above Bachelor","Quebec",1
"5344",46,"High School","Ontario",1
"5345",40,"At or above Bachelor","Ontario",1
"5346",67,"At or above Bachelor","Alberta",0
"5347",73,"College","Quebec",1
"5348",69,"College","Alberta",0
"5349",52,"High School","Alberta",0
"5350",44,"High School","Quebec",1
"5351",65,"College","Ontario",1
"5352",36,"High School","Quebec",1
"5353",23,"College","Alberta",1
"5354",37,"College","Alberta",0
"5355",65,"High School","Alberta",0
"5356",56,"College","Ontario",1
"5357",69,"At or above Bachelor","British Columbia",0
"5358",18,"High School","Ontario",0
"5359",39,"High School","Quebec",1
"5360",43,"At or above Bachelor","British Columbia",1
"5361",49,"High School","New Brunswick",0
"5362",71,"High School","Ontario",1
"5363",69,"High School","Ontario",1
"5364",55,"High School","Quebec",1
"5365",44,"At or above Bachelor","Quebec",0
"5366",41,"High School","Quebec",1
"5367",21,"Below high school","Newfoundland and Labrador",1
"5368",39,"High School","Quebec",1
"5369",38,"High School","Quebec",1
"5370",78,"High School","Alberta",0
"5371",19,"High School","Alberta",1
"5372",49,"High School","Alberta",1
"5373",42,"At or above Bachelor","Alberta",0
"5374",33,"High School","Alberta",0
"5375",69,"At or above Bachelor","British Columbia",0
"5376",19,"High School","British Columbia",1
"5377",18,"Below high school","Alberta",1
"5378",71,"At or above Bachelor","Quebec",1
"5379",28,"At or above Bachelor","Manitoba",0
"5380",44,"At or above Bachelor","Ontario",0
"5381",37,"High School","Alberta",0
"5382",43,"At or above Bachelor","Ontario",0
"5383",80,"At or above Bachelor","Ontario",1
"5384",20,"High School","Ontario",1
"5385",61,"High School","British Columbia",1
"5386",59,"High School","Manitoba",0
"5387",85,"Below high school","Ontario",1
"5388",48,"At or above Bachelor","Manitoba",0
"5389",66,"At or above Bachelor","Ontario",1
"5390",99,"High School","Ontario",1
"5391",37,"At or above Bachelor","Nova Scotia",0
"5392",51,"At or above Bachelor","Ontario",1
"5393",39,"At or above Bachelor","Ontario",1
"5394",60,"College","Nova Scotia",1
"5395",55,"College","Ontario",1
"5396",26,"At or above Bachelor","Quebec",1
"5397",30,"College","Alberta",0
"5398",69,"College","Ontario",0
"5399",35,"At or above Bachelor","Ontario",1
"5400",26,"At or above Bachelor","Ontario",1
"5401",24,"At or above Bachelor","Ontario",1
"5402",65,"High School","Quebec",0
"5403",38,"At or above Bachelor","Ontario",0
"5404",72,"College","Ontario",0
"5405",45,"At or above Bachelor","Manitoba",0
"5406",52,"At or above Bachelor","Ontario",0
"5407",36,"At or above Bachelor","Ontario",1
"5408",52,"At or above Bachelor","Quebec",1
"5409",29,"College","Ontario",0
"5410",62,"At or above Bachelor","Quebec",0
"5411",57,"At or above Bachelor","Ontario",1
"5412",52,"At or above Bachelor","Ontario",0
"5413",33,"High School","Ontario",1
"5414",76,"At or above Bachelor","Ontario",0
"5415",47,"At or above Bachelor","Nova Scotia",1
"5416",71,"High School","Newfoundland and Labrador",1
"5417",40,"High School","Quebec",0
"5418",65,"Below high school","Nova Scotia",0
"5419",52,"High School","Ontario",1
"5420",59,"College","Ontario",1
"5421",46,"At or above Bachelor","Quebec",1
"5422",59,"High School","Alberta",0
"5423",33,"At or above Bachelor","Ontario",1
"5424",63,"College","Ontario",1
"5425",72,"High School","New Brunswick",0
"5426",64,"High School","Ontario",1
"5427",24,"At or above Bachelor","Ontario",1
"5428",27,"At or above Bachelor","Ontario",0
"5429",54,"College","Ontario",0
"5430",30,"At or above Bachelor","Saskatchewan",1
"5431",75,"Below high school","Quebec",0
"5432",24,"At or above Bachelor","Quebec",1
"5433",57,"Below high school","Alberta",0
"5434",59,"College","British Columbia",1
"5435",18,"High School","Manitoba",1
"5436",52,"High School","Ontario",0
"5437",39,"At or above Bachelor","Quebec",0
"5438",23,"High School","Ontario",0
"5439",36,"At or above Bachelor","Ontario",1
"5440",26,"At or above Bachelor","Ontario",1
"5441",74,"High School","British Columbia",1
"5442",62,"High School","New Brunswick",0
"5443",52,"At or above Bachelor","Ontario",1
"5444",40,"College","Ontario",0
"5445",54,"College","Nova Scotia",1
"5446",86,"At or above Bachelor","Ontario",1
"5447",21,"High School","Manitoba",1
"5448",38,"High School","Ontario",0
"5449",34,"At or above Bachelor","Ontario",0
"5450",43,"High School","Quebec",1
"5451",22,"Below high school","Ontario",0
"5452",68,"Below high school","Ontario",0
"5453",38,"High School","Alberta",0
"5454",43,"College","Quebec",1
"5455",22,"College","Manitoba",0
"5456",34,"High School","Quebec",1
"5457",18,"High School","Quebec",1
"5458",32,"At or above Bachelor","Ontario",1
"5459",34,"At or above Bachelor","Ontario",0
"5460",31,"At or above Bachelor","Ontario",1
"5461",20,"College","Quebec",1
"5462",62,"College","Ontario",0
"5463",32,"At or above Bachelor","Saskatchewan",0
"5464",37,"College","Alberta",0
"5465",26,"High School","British Columbia",0
"5466",27,"At or above Bachelor","Ontario",0
"5467",20,"College","Ontario",0
"5468",70,"High School","Alberta",0
"5469",37,"At or above Bachelor","Quebec",1
"5470",58,"Below high school","Quebec",0
"5471",20,"High School","Nova Scotia",1
"5472",44,"High School","Ontario",1
"5473",54,"At or above Bachelor","Ontario",1
"5474",25,"At or above Bachelor","Ontario",1
"5475",53,"High School","Ontario",0
"5476",59,"At or above Bachelor","Ontario",1
"5477",29,"Below high school","British Columbia",0
"5478",37,"At or above Bachelor","Ontario",1
"5479",34,"College","Ontario",0
"5480",34,"At or above Bachelor","Ontario",1
"5481",23,"High School","Quebec",1
"5482",37,"High School","Manitoba",0
"5483",27,"High School","British Columbia",0
"5484",38,"At or above Bachelor","Quebec",1
"5485",21,"High School","Ontario",0
"5486",53,"High School","Ontario",0
"5487",66,"College","Quebec",1
"5488",24,"High School","Ontario",1
"5489",56,"High School","Ontario",0
"5490",35,"College","Alberta",0
"5491",68,"High School","British Columbia",0
"5492",31,"At or above Bachelor","Ontario",1
"5493",33,"High School","Ontario",1
"5494",20,"College","Ontario",1
"5495",27,"At or above Bachelor","Alberta",0
"5496",43,"High School","British Columbia",0
"5497",51,"College","Ontario",0
"5498",68,"College","Ontario",0
"5499",25,"At or above Bachelor","Ontario",1
"5500",24,"At or above Bachelor","Nova Scotia",1
"5501",38,"High School","Ontario",1
"5502",25,"Below high school","Ontario",0
"5503",31,"College","Ontario",0
"5504",77,"At or above Bachelor","Ontario",1
"5505",45,"College","Ontario",0
"5506",37,"At or above Bachelor","Ontario",1
"5507",51,"High School","Alberta",0
"5508",73,"College","Alberta",0
"5509",23,"High School","Manitoba",0
"5510",31,"Below high school","Ontario",0
"5511",25,"At or above Bachelor","Ontario",1
"5512",72,"At or above Bachelor","Ontario",1
"5513",66,"High School","Quebec",1
"5514",36,"At or above Bachelor","Alberta",0
"5515",51,"At or above Bachelor","Alberta",0
"5516",35,"At or above Bachelor","Ontario",1
"5517",29,"Below high school","Alberta",1
"5518",41,"At or above Bachelor","Quebec",1
"5519",52,"High School","Quebec",0
"5520",35,"At or above Bachelor","Ontario",1
"5521",50,"High School","Quebec",1
"5522",36,"College","Saskatchewan",0
"5523",35,"At or above Bachelor","Ontario",0
"5524",65,"At or above Bachelor","Ontario",0
"5525",47,"At or above Bachelor","Alberta",0
"5526",77,"College","Ontario",0
"5527",32,"College","British Columbia",1
"5528",56,"At or above Bachelor","Ontario",0
"5529",46,"High School","British Columbia",0
"5530",34,"At or above Bachelor","Quebec",0
"5531",23,"At or above Bachelor","Alberta",1
"5532",68,"High School","Ontario",0
"5533",69,"At or above Bachelor","Nova Scotia",1
"5534",63,"College","Ontario",1
"5535",63,"High School","British Columbia",1
"5536",59,"Below high school","Quebec",1
"5537",64,"High School","Ontario",0
"5538",62,"College","Ontario",1
"5539",61,"At or above Bachelor","Quebec",1
"5540",66,"Below high school","Ontario",0
"5541",72,"At or above Bachelor","Quebec",1
"5542",35,"College","Ontario",0
"5543",55,"High School","Quebec",1
"5544",63,"At or above Bachelor","Quebec",1
"5545",44,"At or above Bachelor","New Brunswick",0
"5546",37,"High School","Quebec",1
"5547",66,"High School","Alberta",0
"5548",28,"At or above Bachelor","Ontario",1
"5549",27,"High School","British Columbia",0
"5550",32,"High School","Alberta",1
"5551",35,"Below high school","Saskatchewan",0
"5552",59,"High School","British Columbia",1
"5553",33,"At or above Bachelor","Saskatchewan",0
"5554",59,"College","Quebec",0
"5555",24,"At or above Bachelor","Ontario",0
"5556",77,"College","Ontario",0
"5557",55,"Below high school","Alberta",0
